Objects
200
,,Global Angle bj_c1_bh:bj_c1_bh,,,,,,Global Angle bj_c1_cwm:bj_c1_cwm,,,,,,Global Angle bj_c1_h:bj_c1_h,,,,,,Global Angle bj_c1_p:bj_c1_p,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
1823,0,-0.016033,-0.780607,-0.003817,-429.524139,103.210426,1799.158691,0.006506,-0.010928,-0.014359,-367.359314,92.014328,900.273865,-0.017243,0.045731,-0.037480,-413.668823,180.734085,1146.658203,,,,,,
1824,0,-0.016267,-0.780755,-0.003664,-429.536407,103.207146,1799.152100,0.006280,-0.011332,-0.014179,-367.344025,92.012199,900.286560,-0.017267,0.045864,-0.037513,-413.654480,180.739517,1146.669678,,,,,,
1825,0,-0.016244,-0.780753,-0.003455,-429.534424,103.206596,1799.150757,0.006626,-0.010644,-0.015108,-367.397125,92.015121,900.265869,-0.017340,0.045857,-0.037494,-413.647736,180.747726,1146.677246,,,,,,
1826,0,-0.016031,-0.780676,-0.003755,-429.528015,103.208832,1799.153442,0.006227,-0.011095,-0.014492,-367.346313,92.018188,900.298706,-0.017112,0.045745,-0.037440,-413.639099,180.742508,1146.673462,,,,,,
1827,0,-0.016275,-0.780647,-0.003575,-429.525360,103.205078,1799.156128,0.007475,-0.007609,-0.017539,-367.675415,92.141594,900.218872,-0.017324,0.045873,-0.037526,-413.632263,180.752197,1146.677368,,,,,,
1828,0,-0.016355,-0.780781,-0.003120,-429.532471,103.209480,1799.146362,0.006444,-0.011244,-0.015034,-367.380005,92.045319,900.281006,-0.017381,0.045770,-0.037593,-413.642944,180.755981,1146.670654,,,,,,
1829,0,-0.016113,-0.780504,-0.003560,-429.541840,103.203491,1799.152466,0.006285,-0.011505,-0.014569,-367.332855,92.034058,900.288757,-0.017352,0.045735,-0.037627,-413.634857,180.772491,1146.669312,,,,,,
1830,0,-0.016211,-0.780847,-0.003630,-429.519836,103.220245,1799.156250,0.006286,-0.010785,-0.014568,-367.369995,92.045097,900.285889,-0.017319,0.045630,-0.037494,-413.636627,180.767395,1146.663208,,,,,,
1831,0,-0.015869,-0.780187,-0.004786,-429.568604,103.433640,1799.158203,0.006215,-0.011093,-0.014638,-367.364868,92.041321,900.279419,-0.017228,0.045800,-0.037781,-413.614990,180.781830,1146.665039,,,,,,
1832,0,-0.016116,-0.780672,-0.003827,-429.525452,103.213249,1799.156250,0.006464,-0.011169,-0.014467,-367.337280,92.069275,900.286560,-0.017427,0.045678,-0.037715,-413.629120,180.792114,1146.661743,,,,,,
1833,0,-0.015641,-0.780467,-0.004733,-429.587555,103.446648,1799.155029,0.006182,-0.011076,-0.014534,-367.353058,92.049889,900.284668,-0.017163,0.045956,-0.037721,-413.608337,180.782486,1146.683716,,,,,,
1834,0,-0.016158,-0.780621,-0.003636,-429.523651,103.215767,1799.165039,0.006560,-0.011432,-0.014744,-367.362976,92.063210,900.275696,-0.017207,0.045733,-0.037964,-413.613281,180.789978,1146.668457,,,,,,
1835,0,-0.016196,-0.780568,-0.003559,-429.541473,103.210770,1799.161743,0.006489,-0.011163,-0.015201,-367.363647,92.071579,900.277283,-0.017265,0.045700,-0.037936,-413.612946,180.806198,1146.669678,,,,,,
1836,0,-0.016025,-0.780481,-0.003591,-429.538177,103.206261,1799.158203,0.006472,-0.011058,-0.014818,-367.353699,92.080406,900.279236,-0.017169,0.045771,-0.037918,-413.598236,180.795761,1146.665894,,,,,,
1837,0,-0.015696,-0.780193,-0.004455,-429.574860,103.443192,1799.162598,0.006122,-0.011092,-0.014915,-367.339386,92.065979,900.293396,-0.017151,0.045936,-0.037910,-413.594574,180.805145,1146.688354,,,,,,
1838,0,-0.016384,-0.780666,-0.003636,-429.531616,103.207298,1799.155151,0.006408,-0.010489,-0.015360,-367.384277,92.088844,900.274414,-0.017206,0.045699,-0.038175,-413.592010,180.823471,1146.667969,,,,,,
1839,0,-0.016034,-0.780591,-0.003744,-429.526398,103.219513,1799.165283,0.006378,-0.011027,-0.015328,-367.377472,92.084137,900.281067,-0.017160,0.045816,-0.038335,-413.583710,180.833466,1146.668213,,,,,,
1840,0,-0.016026,-0.780598,-0.003433,-429.528717,103.213997,1799.161377,0.006342,-0.010674,-0.015376,-367.382874,92.092911,900.282288,-0.017110,0.045965,-0.038146,-413.573700,180.830170,1146.685791,,,,,,
1841,0,-0.016110,-0.780553,-0.003700,-429.533539,103.215530,1799.156982,0.006702,-0.010770,-0.015969,-367.399200,92.090767,900.263611,-0.017240,0.045748,-0.038185,-413.585724,180.828461,1146.679565,,,,,,
1842,0,-0.016142,-0.780774,-0.003521,-429.533203,103.218369,1799.153931,0.006053,-0.010954,-0.015276,-367.357727,92.073601,900.302307,-0.017114,0.045756,-0.038413,-413.584503,180.844086,1146.667114,,,,,,
1843,0,-0.015899,-0.780869,-0.003633,-429.535553,103.214386,1799.153687,0.006351,-0.011085,-0.015827,-367.384918,92.080315,900.291321,-0.017248,0.045829,-0.038365,-413.559998,180.837433,1146.673340,,,,,,
1844,0,-0.015607,-0.780353,-0.004763,-429.575470,103.436615,1799.169189,0.006604,-0.011272,-0.015840,-367.381317,92.105797,900.266968,-0.017208,0.045643,-0.038256,-413.582275,180.836044,1146.662598,,,,,,
1845,0,-0.016277,-0.780727,-0.003538,-429.534668,103.212158,1799.148804,0.006431,-0.010795,-0.015969,-367.391998,92.092880,900.270752,-0.017115,0.045617,-0.038399,-413.560425,180.844025,1146.676270,,,,,,
1846,0,-0.015733,-0.780353,-0.004792,-429.569824,103.440567,1799.160767,0.006454,-0.010984,-0.015904,-367.387604,92.106567,900.283936,-0.017157,0.045657,-0.038550,-413.563599,180.846710,1146.672119,,,,,,
1847,0,-0.015627,-0.780616,-0.004487,-429.580536,103.438751,1799.159058,0.006297,-0.010824,-0.015801,-367.383423,92.106529,900.284363,-0.017188,0.045792,-0.038585,-413.549835,180.855347,1146.669678,,,,,,
1848,0,-0.015548,-0.780074,-0.004583,-429.574951,103.437561,1799.163086,0.006524,-0.010932,-0.015732,-367.385681,92.121986,900.281555,-0.017128,0.045689,-0.038518,-413.546539,180.854340,1146.672729,,,,,,
1849,0,-0.016152,-0.780803,-0.003441,-429.533356,103.218048,1799.153687,0.006394,-0.010875,-0.015974,-367.376129,92.113571,900.286255,-0.017231,0.045702,-0.038768,-413.551025,180.865372,1146.677368,,,,,,
1850,0,-0.016315,-0.780426,-0.003249,-429.538055,103.210472,1799.155029,0.006354,-0.011125,-0.015914,-367.369476,92.106056,900.283630,-0.017092,0.045853,-0.038843,-413.540100,180.881439,1146.671509,,,,,,
1851,0,-0.015552,-0.780233,-0.004519,-429.586243,103.430565,1799.162354,0.006037,-0.011578,-0.015702,-367.357208,92.074196,900.279358,-0.017211,0.045735,-0.039006,-413.545807,180.883286,1146.665649,,,,,,
1852,0,-0.015622,-0.780307,-0.004643,-429.584167,103.437729,1799.163330,0.006315,-0.010992,-0.015796,-367.376007,92.103577,900.283630,-0.017216,0.045799,-0.038822,-413.535156,180.868958,1146.676514,,,,,,
1853,0,-0.016189,-0.781076,-0.003498,-429.537079,103.214394,1799.153076,0.006440,-0.010915,-0.015873,-367.375183,92.113678,900.272400,-0.017319,0.045628,-0.038774,-413.535553,180.876419,1146.667847,,,,,,
1854,0,-0.015770,-0.780151,-0.004753,-429.590424,103.431923,1799.164673,0.006419,-0.010700,-0.016539,-367.408630,92.108612,900.276184,-0.017268,0.045724,-0.038842,-413.537964,180.875076,1146.663574,,,,,,
1855,0,-0.016235,-0.780619,-0.003359,-429.537628,103.211632,1799.152710,0.006433,-0.011081,-0.016150,-367.388245,92.119904,900.286865,-0.017101,0.045854,-0.039094,-413.516510,180.874222,1146.672485,,,,,,
1856,0,-0.016089,-0.780761,-0.003608,-429.538177,103.214569,1799.153442,0.006622,-0.010917,-0.016232,-367.389923,92.135941,900.274719,-0.016959,0.045939,-0.039188,-413.519623,180.881836,1146.681885,,,,,,
1857,0,-0.016204,-0.780676,-0.003472,-429.542633,103.207726,1799.152466,0.006457,-0.010905,-0.016665,-367.402039,92.119560,900.276978,-0.017186,0.045917,-0.039167,-413.523895,180.901505,1146.680176,,,,,,
1858,0,-0.016103,-0.780877,-0.003606,-429.524628,103.207184,1799.159668,0.006394,-0.010789,-0.016460,-367.396393,92.127533,900.274536,-0.017171,0.045680,-0.039054,-413.520172,180.885574,1146.671143,,,,,,
1859,0,-0.016327,-0.780722,-0.003363,-429.534790,103.210548,1799.148560,0.006528,-0.010975,-0.016329,-367.393494,92.117226,900.278992,-0.017229,0.045830,-0.039303,-413.518982,180.904541,1146.670776,,,,,,
1860,0,-0.016199,-0.780999,-0.003160,-429.537994,103.212448,1799.148071,0.006618,-0.011502,-0.016803,-367.398315,92.135323,900.261780,-0.017187,0.045643,-0.039133,-413.523987,180.888687,1146.668213,,,,,,
1861,0,-0.016146,-0.780873,-0.003428,-429.538696,103.210632,1799.156738,0.006398,-0.011053,-0.016469,-367.391846,92.125664,900.265991,-0.017169,0.045765,-0.039430,-413.502075,180.903915,1146.674561,,,,,,
1862,0,-0.016059,-0.780816,-0.003598,-429.542236,103.212738,1799.161133,0.006681,-0.010948,-0.016649,-367.400635,92.143158,900.270325,-0.017187,0.045724,-0.039321,-413.512909,180.916412,1146.673218,,,,,,
1863,0,-0.016444,-0.780595,-0.003353,-429.538330,103.215660,1799.149780,0.006454,-0.011152,-0.016417,-367.377350,92.136810,900.272766,-0.017076,0.045583,-0.039313,-413.500702,180.904221,1146.671387,,,,,,
1864,0,-0.015840,-0.780287,-0.004835,-429.565094,103.444984,1799.162231,0.006430,-0.011201,-0.016576,-367.372040,92.139626,900.273987,-0.017050,0.045795,-0.039413,-413.488495,180.902664,1146.668335,,,,,,
1865,0,-0.015695,-0.780284,-0.004614,-429.594666,103.439270,1799.163574,0.006405,-0.011185,-0.016457,-367.388794,92.137161,900.278870,-0.016985,0.045794,-0.039518,-413.489349,180.914658,1146.684814,,,,,,
1866,0,-0.016242,-0.780296,-0.003433,-429.545898,103.210373,1799.154663,0.006567,-0.011105,-0.016509,-367.389496,92.152504,900.263977,-0.016909,0.045811,-0.039539,-413.494476,180.916641,1146.689453,,,,,,
1867,0,-0.016248,-0.780671,-0.003567,-429.533508,103.213501,1799.156982,0.006470,-0.011108,-0.016889,-367.387878,92.142189,900.283569,-0.017069,0.045554,-0.039512,-413.507965,180.911697,1146.666870,,,,,,
1868,0,-0.016145,-0.780804,-0.003536,-429.538940,103.210518,1799.156250,0.006309,-0.011578,-0.016487,-367.349579,92.132187,900.282410,-0.017150,0.045606,-0.039478,-413.483521,180.914993,1146.664795,,,,,,
1869,0,-0.015562,-0.780233,-0.004684,-429.583496,103.438232,1799.166382,0.006380,-0.011395,-0.016525,-367.377960,92.137321,900.275330,-0.016949,0.045571,-0.039665,-413.477173,180.921829,1146.673218,,,,,,
1870,0,-0.016317,-0.781014,-0.003663,-429.510223,103.217697,1799.151001,0.006493,-0.010759,-0.016931,-367.402679,92.154022,900.273682,-0.017072,0.045632,-0.039730,-413.477631,180.918320,1146.668579,,,,,,
1871,0,-0.016173,-0.780676,-0.003499,-429.535065,103.218506,1799.154297,0.006516,-0.011106,-0.016992,-367.400146,92.147087,900.273438,-0.017072,0.045679,-0.039662,-413.472382,180.916946,1146.672607,,,,,,
1872,0,-0.016262,-0.780547,-0.003627,-429.533447,103.220299,1799.151123,0.006863,-0.010663,-0.017572,-367.423004,92.171059,900.261169,-0.016791,0.045558,-0.039965,-413.477264,180.935623,1146.671143,,,,,,
1873,0,-0.016153,-0.780584,-0.003413,-429.537628,103.216019,1799.159180,0.006614,-0.011082,-0.016919,-367.394836,92.169472,900.260620,-0.016973,0.045661,-0.039850,-413.469177,180.926941,1146.675293,,,,,,
1874,0,-0.016306,-0.780827,-0.003845,-429.519867,103.216057,1799.147217,0.006442,-0.011218,-0.017081,-367.396057,92.154137,900.277405,-0.017016,0.045630,-0.039781,-413.466858,180.930344,1146.677490,,,,,,
1875,0,-0.015615,-0.780330,-0.004419,-429.579285,103.440918,1799.158813,0.006482,-0.011240,-0.017016,-367.389038,92.158745,900.274597,-0.016889,0.045600,-0.039950,-413.475677,180.932495,1146.669067,,,,,,
1876,0,-0.015795,-0.780240,-0.004607,-429.585571,103.450386,1799.163574,0.006756,-0.010925,-0.017456,-367.434143,92.156868,900.264404,-0.016938,0.045612,-0.040089,-413.458405,180.938324,1146.668457,,,,,,
1877,0,-0.015951,-0.780248,-0.004322,-429.581329,103.446220,1799.152710,0.006636,-0.010930,-0.017216,-367.415955,92.153595,900.271057,-0.016945,0.045566,-0.039874,-413.460052,180.922318,1146.674072,,,,,,
1878,0,-0.016270,-0.780615,-0.003654,-429.525391,103.219078,1799.151733,0.006738,-0.011561,-0.016889,-367.370544,92.160194,900.258972,-0.017067,0.045700,-0.040015,-413.460938,180.937851,1146.680054,,,,,,
1879,0,-0.015772,-0.780165,-0.004652,-429.584930,103.435677,1799.165161,0.006858,-0.011038,-0.017312,-367.400269,92.159012,900.263977,-0.016882,0.045743,-0.040014,-413.451996,180.930969,1146.684692,,,,,,
1880,0,-0.016357,-0.780616,-0.003607,-429.534576,103.215820,1799.148926,0.006706,-0.011046,-0.017290,-367.402344,92.147057,900.262207,-0.016994,0.045606,-0.040014,-413.452454,180.942612,1146.680664,,,,,,
1881,0,-0.015759,-0.780330,-0.004381,-429.577545,103.449005,1799.165283,0.006835,-0.011178,-0.017485,-367.417999,92.153297,900.254578,-0.017122,0.045540,-0.040109,-413.454681,180.948975,1146.670410,,,,,,
1882,0,-0.015836,-0.780226,-0.004799,-429.580719,103.449043,1799.158936,0.006649,-0.011270,-0.017139,-367.385620,92.167023,900.271851,-0.016953,0.045518,-0.040146,-413.464355,180.934799,1146.668823,,,,,,
1883,0,-0.016246,-0.780611,-0.003789,-429.520233,103.209625,1799.153320,0.006690,-0.011448,-0.017775,-367.405182,92.143112,900.269470,-0.017160,0.045519,-0.040261,-413.460815,180.955139,1146.668335,,,,,,
1884,0,-0.015894,-0.780371,-0.004582,-429.580505,103.440918,1799.161743,0.006729,-0.011270,-0.017905,-367.408112,92.152557,900.266846,-0.017006,0.045595,-0.040237,-413.455322,180.946548,1146.668335,,,,,,
1885,0,-0.016045,-0.780835,-0.003627,-429.527588,103.214737,1799.156250,0.006815,-0.010884,-0.017583,-367.425781,92.145386,900.252136,-0.016863,0.045502,-0.040227,-413.451874,180.933029,1146.674805,,,,,,
1886,0,-0.015982,-0.780624,-0.003528,-429.543823,103.216415,1799.164551,0.006587,-0.010978,-0.017819,-367.432129,92.141228,900.272339,-0.016895,0.045563,-0.040349,-413.442871,180.942871,1146.678223,,,,,,
1887,0,-0.015735,-0.780338,-0.004584,-429.576447,103.445923,1799.170288,0.006502,-0.011078,-0.017676,-367.418793,92.137497,900.267639,-0.017164,0.045508,-0.040436,-413.452637,180.951813,1146.662964,,,,,,
1888,0,-0.015597,-0.780228,-0.004646,-429.582275,103.435356,1799.158325,0.006588,-0.011314,-0.017080,-367.372498,92.143501,900.274597,-0.017079,0.045684,-0.040476,-413.450775,180.949265,1146.679688,,,,,,
1889,0,-0.015836,-0.780437,-0.004879,-429.573364,103.442039,1799.157837,0.006366,-0.011155,-0.017754,-367.427826,92.137627,900.280945,-0.017030,0.045580,-0.040353,-413.443451,180.940506,1146.671021,,,,,,
1890,0,-0.015923,-0.780541,-0.004013,-429.524536,103.209763,1799.160400,0.006680,-0.011287,-0.017612,-367.415192,92.131638,900.264954,-0.017092,0.045458,-0.040312,-413.444031,180.937500,1146.668579,,,,,,
1891,0,-0.016407,-0.780814,-0.003547,-429.530457,103.212051,1799.152954,0.006413,-0.011122,-0.018123,-367.427826,92.129265,900.281189,-0.016902,0.045678,-0.040327,-413.433960,180.924423,1146.672363,,,,,,
1892,0,-0.016171,-0.780730,-0.003719,-429.530457,103.208862,1799.153198,0.006498,-0.011433,-0.017444,-367.393219,92.119034,900.268799,-0.016861,0.045512,-0.040468,-413.448792,180.932037,1146.671021,,,,,,
1893,0,-0.015508,-0.780424,-0.004736,-429.587311,103.435043,1799.169312,0.006171,-0.011690,-0.016921,-367.365509,92.103134,900.284729,-0.016940,0.045652,-0.040626,-413.429718,180.943710,1146.670288,,,,,,
1894,0,-0.015941,-0.780847,-0.003410,-429.540375,103.212471,1799.150269,0.006390,-0.011244,-0.017951,-367.424744,92.118507,900.270752,-0.017071,0.045529,-0.040500,-413.451630,180.933823,1146.668579,,,,,,
1895,0,-0.016159,-0.780965,-0.003384,-429.545807,103.214569,1799.150513,0.006757,-0.011442,-0.018066,-367.414337,92.127472,900.266174,-0.017003,0.045537,-0.040413,-413.440552,180.928818,1146.675049,,,,,,
1896,0,-0.016057,-0.780568,-0.003520,-429.538086,103.213806,1799.156860,0.006387,-0.011360,-0.017523,-367.408539,92.099808,900.272461,-0.016856,0.045805,-0.040588,-413.423431,180.927063,1146.680054,,,,,,
1897,0,-0.016251,-0.780848,-0.003563,-429.534210,103.204330,1799.147583,0.006367,-0.011061,-0.017778,-367.427490,92.097252,900.274841,-0.017026,0.045390,-0.040496,-413.442627,180.935059,1146.671631,,,,,,
1898,0,-0.016129,-0.780704,-0.003618,-429.531464,103.213005,1799.161621,0.006487,-0.010672,-0.017984,-367.454376,92.112602,900.263367,-0.016971,0.045576,-0.040637,-413.434998,180.926514,1146.668945,,,,,,
1899,0,-0.016057,-0.780785,-0.003537,-429.531647,103.216118,1799.156128,0.006539,-0.011504,-0.017549,-367.399475,92.111313,900.284607,-0.016984,0.045654,-0.040696,-413.422668,180.929169,1146.670776,,,,,,
1900,0,-0.016113,-0.780686,-0.003271,-429.541962,103.211105,1799.152954,0.006519,-0.011042,-0.017865,-367.425110,92.102150,900.270508,-0.017158,0.045668,-0.040571,-413.423401,180.919418,1146.674927,,,,,,
1901,0,-0.016204,-0.780606,-0.003757,-429.535461,103.213104,1799.149658,0.006511,-0.011016,-0.017974,-367.428192,92.097626,900.263306,-0.017240,0.045774,-0.040714,-413.427521,180.936279,1146.669678,,,,,,
1902,0,-0.016150,-0.780762,-0.003971,-429.528046,103.203339,1799.154663,0.006616,-0.010993,-0.018109,-367.447266,92.089813,900.255676,-0.017070,0.045563,-0.040794,-413.413605,180.921967,1146.666870,,,,,,
1903,0,-0.016177,-0.780623,-0.003653,-429.530853,103.210846,1799.159546,0.006889,-0.010951,-0.018479,-367.467834,92.101479,900.250061,-0.016977,0.045712,-0.040743,-413.431396,180.923065,1146.669678,,,,,,
1904,0,-0.016284,-0.780536,-0.003515,-429.540161,103.220154,1799.147583,0.006767,-0.011283,-0.018292,-367.443726,92.082657,900.255249,-0.017222,0.045467,-0.040690,-413.435059,180.924927,1146.659546,,,,,,
1905,0,-0.016221,-0.780911,-0.003517,-429.528900,103.214584,1799.150879,0.006561,-0.011201,-0.018209,-367.426514,92.085373,900.268555,-0.016856,0.045778,-0.040671,-413.430389,180.915024,1146.677612,,,,,,
1906,0,-0.016303,-0.780743,-0.003446,-429.531921,103.209579,1799.158691,0.006587,-0.011280,-0.018000,-367.439758,92.090897,900.264282,-0.016983,0.045608,-0.040702,-413.429810,180.921997,1146.671021,,,,,,
1907,0,-0.016111,-0.780844,-0.003253,-429.540619,103.216415,1799.154175,0.006529,-0.010859,-0.018310,-367.466827,92.072067,900.263550,-0.017178,0.045628,-0.040847,-413.413086,180.919968,1146.660034,,,,,,
1908,0,-0.015607,-0.780112,-0.004610,-429.581329,103.445045,1799.164551,0.006495,-0.011070,-0.018584,-367.452759,92.053223,900.268799,-0.017093,0.045555,-0.040704,-413.421722,180.914505,1146.665649,,,,,,
1909,0,-0.016249,-0.780946,-0.003479,-429.539551,103.208092,1799.152954,0.006549,-0.011267,-0.017978,-367.438599,92.061455,900.273438,-0.017226,0.045728,-0.040902,-413.421112,180.932770,1146.673584,,,,,,
1910,0,-0.015819,-0.780228,-0.004545,-429.579010,103.437965,1799.160156,0.006353,-0.010941,-0.018158,-367.458130,92.056824,900.270081,-0.017202,0.045489,-0.040742,-413.438507,180.916504,1146.651855,,,,,,
1911,0,-0.016187,-0.780707,-0.003601,-429.527130,103.211441,1799.150879,0.006359,-0.010888,-0.018345,-367.451782,92.045387,900.269897,-0.017127,0.045616,-0.040995,-413.423584,180.924789,1146.669434,,,,,,
1912,0,-0.015733,-0.780252,-0.004630,-429.580017,103.440437,1799.162842,0.006429,-0.011212,-0.018018,-367.425171,92.048813,900.269653,-0.017190,0.045673,-0.040655,-413.432526,180.921326,1146.667969,,,,,,
1913,0,-0.016244,-0.780675,-0.003806,-429.518494,103.212502,1799.150513,0.006371,-0.011315,-0.017979,-367.423584,92.025368,900.279724,-0.017031,0.045532,-0.040876,-413.435333,180.915085,1146.669556,,,,,,
1914,0,-0.015730,-0.780260,-0.004686,-429.585571,103.438141,1799.164917,0.006437,-0.011417,-0.018334,-367.444702,92.034836,900.264832,-0.016947,0.045699,-0.040796,-413.427063,180.908371,1146.674316,,,,,,
1915,0,-0.016220,-0.780731,-0.003540,-429.530273,103.213547,1799.159668,0.006410,-0.010850,-0.018453,-367.461731,92.031204,900.262329,-0.016983,0.045623,-0.040835,-413.415283,180.901443,1146.670044,,,,,,
1916,0,-0.016078,-0.780694,-0.003734,-429.539856,103.217072,1799.156616,0.006611,-0.011408,-0.018002,-367.416656,92.032249,900.267578,-0.017122,0.045551,-0.040912,-413.432770,180.903229,1146.660889,,,,,,
1917,0,-0.016097,-0.780699,-0.003563,-429.521240,103.221542,1799.159912,0.006698,-0.010747,-0.018699,-367.490692,92.020927,900.246094,-0.017148,0.045667,-0.041000,-413.413422,180.905441,1146.673096,,,,,,
1918,0,-0.016079,-0.780802,-0.003556,-429.526978,103.211006,1799.155396,0.006519,-0.010526,-0.018692,-367.495453,92.010490,900.251343,-0.017362,0.045418,-0.040850,-413.439148,180.900909,1146.659790,,,,,,
1919,0,-0.015638,-0.780362,-0.004233,-429.582794,103.447334,1799.164185,0.006456,-0.011267,-0.018056,-367.444092,92.003136,900.258423,-0.017088,0.045703,-0.040996,-413.412781,180.900909,1146.669434,,,,,,
1920,0,-0.016043,-0.780756,-0.003328,-429.529388,103.222771,1799.151001,0.006500,-0.010980,-0.018587,-367.468994,91.987076,900.251099,-0.017255,0.045598,-0.040836,-413.425568,180.894012,1146.660645,,,,,,
1921,0,-0.016235,-0.781078,-0.003825,-429.523132,103.213539,1799.152100,0.006474,-0.011205,-0.018456,-367.464325,91.995628,900.264832,-0.017128,0.045651,-0.040903,-413.424347,180.897202,1146.669678,,,,,,
1922,0,-0.016206,-0.780804,-0.003433,-429.525543,103.219246,1799.158936,0.006433,-0.010811,-0.018408,-367.466339,91.996635,900.270691,-0.017284,0.045735,-0.040748,-413.437775,180.881439,1146.667358,,,,,,
1923,0,-0.015876,-0.780283,-0.004419,-429.581573,103.445679,1799.158203,0.006300,-0.010557,-0.018847,-367.513000,91.971382,900.263306,-0.017250,0.045696,-0.040959,-413.439484,180.883347,1146.670532,,,,,,
1924,0,-0.016245,-0.780658,-0.003523,-429.530640,103.219086,1799.150269,0.006280,-0.011265,-0.018351,-367.437836,91.971237,900.264648,-0.017386,0.045610,-0.040999,-413.427460,180.888901,1146.658325,,,,,,
1925,0,-0.016477,-0.780790,-0.003291,-429.526642,103.212410,1799.150757,0.006593,-0.010988,-0.018528,-367.478149,91.976906,900.251526,-0.017332,0.045714,-0.040859,-413.424011,180.875244,1146.664062,,,,,,
1926,0,-0.016163,-0.780914,-0.003630,-429.531128,103.214264,1799.154419,0.006394,-0.011511,-0.018022,-367.452087,91.963593,900.267883,-0.017360,0.045522,-0.040863,-413.430756,180.870453,1146.659668,,,,,,
1927,0,-0.015897,-0.780539,-0.003685,-429.531342,103.214264,1799.165405,0.006499,-0.010870,-0.018661,-367.491760,91.964272,900.269043,-0.017290,0.045731,-0.041216,-413.435486,180.884567,1146.660156,,,,,,
1928,0,-0.015831,-0.780497,-0.004630,-429.573914,103.434776,1799.160767,0.006363,-0.010313,-0.018576,-367.517303,91.954300,900.265381,-0.017324,0.045639,-0.040776,-413.428986,180.860092,1146.663330,,,,,,
1929,0,-0.016096,-0.780694,-0.003558,-429.522858,103.214417,1799.153442,0.006572,-0.011342,-0.018441,-367.459595,91.949997,900.261047,-0.017532,0.045605,-0.040888,-413.429565,180.862991,1146.657349,,,,,,
1930,0,-0.015756,-0.780457,-0.004594,-429.583618,103.438789,1799.165161,0.006350,-0.010835,-0.018104,-367.466827,91.942978,900.266418,-0.017340,0.045722,-0.040787,-413.435638,180.847870,1146.667236,,,,,,
1931,0,-0.016164,-0.780964,-0.003742,-429.530762,103.203629,1799.152100,0.006599,-0.011370,-0.018410,-367.464142,91.933083,900.263245,-0.017249,0.045727,-0.040841,-413.442505,180.848587,1146.673096,,,,,,
1932,0,-0.016277,-0.781050,-0.003463,-429.534851,103.216850,1799.150024,0.006080,-0.011159,-0.018323,-367.460297,91.915276,900.285645,-0.017500,0.045603,-0.041030,-413.447693,180.859634,1146.659058,,,,,,
1933,0,-0.015706,-0.780324,-0.004450,-429.578552,103.437935,1799.167480,0.006042,-0.011280,-0.018086,-367.456360,91.910965,900.281433,-0.017610,0.045541,-0.040768,-413.454010,180.848892,1146.657837,,,,,,
1934,0,-0.015672,-0.780278,-0.004414,-429.576904,103.435341,1799.153198,0.006303,-0.011108,-0.018259,-367.470398,91.920654,900.270935,-0.017327,0.045626,-0.040799,-413.451294,180.840195,1146.667480,,,,,,
1935,0,-0.016222,-0.780850,-0.003456,-429.538239,103.214134,1799.156372,0.006403,-0.011291,-0.018660,-367.481445,91.901901,900.266663,-0.017352,0.045638,-0.040782,-413.446594,180.829468,1146.660889,,,,,,
1936,0,-0.016186,-0.780703,-0.003693,-429.526794,103.205711,1799.154175,0.006287,-0.010679,-0.018270,-367.485779,91.912132,900.262329,-0.017512,0.045732,-0.040873,-413.454865,180.843735,1146.658081,,,,,,
1937,0,-0.015590,-0.780581,-0.004469,-429.592712,103.440369,1799.163330,0.006274,-0.010817,-0.018376,-367.481171,91.888611,900.265808,-0.017528,0.045626,-0.040894,-413.453308,180.834976,1146.651245,,,,,,
1938,0,-0.015609,-0.780508,-0.004657,-429.581390,103.431328,1799.164062,0.006301,-0.010774,-0.018781,-367.509155,91.889496,900.268311,-0.017494,0.045833,-0.041004,-413.451080,180.824493,1146.671997,,,,,,
1939,0,-0.016373,-0.780965,-0.003789,-429.537079,103.208427,1799.159912,0.006425,-0.010512,-0.018612,-367.516174,91.888092,900.262634,-0.017443,0.045674,-0.040854,-413.465332,180.819824,1146.654541,,,,,,
1940,0,-0.016186,-0.780725,-0.003496,-429.530579,103.209198,1799.157593,0.006174,-0.010507,-0.018187,-367.497131,91.872528,900.279846,-0.017525,0.045810,-0.040729,-413.462494,180.815292,1146.667114,,,,,,
1941,0,-0.016134,-0.780734,-0.003877,-429.524780,103.207664,1799.158081,0.006417,-0.010766,-0.018694,-367.525482,91.866707,900.258972,-0.017604,0.045729,-0.040799,-413.469299,180.808105,1146.654175,,,,,,
1942,0,-0.016197,-0.780947,-0.003574,-429.522949,103.198158,1799.150146,0.006091,-0.011081,-0.017936,-367.470215,91.853966,900.276062,-0.017495,0.045718,-0.040803,-413.467010,180.803040,1146.662109,,,,,,
1943,0,-0.016213,-0.780505,-0.003333,-429.540863,103.208427,1799.161255,0.006401,-0.010536,-0.018473,-367.509613,91.866783,900.254822,-0.017379,0.045879,-0.040726,-413.464874,180.798355,1146.669800,,,,,,
