Objects
200
,,Global Angle bj_c1_bh:bj_c1_bh,,,,,,Global Angle bj_c1_cwm:bj_c1_cwm,,,,,,Global Angle bj_c1_h:bj_c1_h,,,,,,Global Angle bj_c1_p:bj_c1_p,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
4819,0,-0.016099,-0.780776,-0.003368,-429.550079,103.208595,1799.160400,0.006670,-0.010399,-0.015561,-367.528992,92.102440,900.269836,-0.017190,0.046076,-0.037799,-413.705811,180.793503,1146.684448,,,,,,
4820,0,-0.016232,-0.780656,-0.003823,-429.530457,103.201347,1799.155273,0.006708,-0.010927,-0.015172,-367.477234,92.091873,900.278564,-0.017384,0.046031,-0.038148,-413.719299,180.818008,1146.681519,,,,,,
4821,0,-0.016057,-0.780708,-0.003461,-429.549042,103.209824,1799.167114,0.006288,-0.010734,-0.015224,-367.503784,92.064987,900.277527,-0.017213,0.046018,-0.038070,-413.713043,180.806168,1146.676636,,,,,,
4822,0,-0.016288,-0.780713,-0.003565,-429.539795,103.204025,1799.160645,0.006569,-0.010736,-0.015216,-367.509247,92.090508,900.275085,-0.017257,0.045898,-0.037674,-413.735565,180.785233,1146.675781,,,,,,
4823,0,-0.016191,-0.780729,-0.003434,-429.545776,103.205597,1799.163452,0.006556,-0.011287,-0.015033,-367.463135,92.079735,900.282349,-0.017232,0.046051,-0.037709,-413.723969,180.787354,1146.675171,,,,,,
4824,0,-0.016042,-0.780832,-0.003740,-429.536194,103.202461,1799.160278,0.006677,-0.010637,-0.015348,-367.526031,92.082909,900.288940,-0.017341,0.046262,-0.037868,-413.725403,180.788269,1146.687744,,,,,,
4825,0,-0.016419,-0.780922,-0.003157,-429.544922,103.200661,1799.144409,0.006521,-0.010347,-0.015440,-367.522980,92.064598,900.279358,-0.017284,0.046114,-0.037673,-413.746307,180.785599,1146.672241,,,,,,
4826,0,-0.015651,-0.780180,-0.004336,-429.599152,103.438354,1799.165527,0.006402,-0.011019,-0.014812,-367.461975,92.060638,900.286438,-0.017352,0.045901,-0.037606,-413.747925,180.784531,1146.675171,,,,,,
4827,0,-0.015966,-0.780775,-0.003499,-429.552002,103.206497,1799.164185,0.006662,-0.010552,-0.015248,-367.518311,92.055061,900.261475,-0.017320,0.045912,-0.037557,-413.755432,180.778595,1146.674561,,,,,,
4828,0,-0.016111,-0.780681,-0.003250,-429.546997,103.202835,1799.157471,0.006471,-0.011532,-0.015036,-367.470581,92.058144,900.283020,-0.017379,0.045849,-0.037721,-413.755280,180.781372,1146.669678,,,,,,
4829,0,-0.016117,-0.780854,-0.003613,-429.531494,103.198502,1799.159302,0.006445,-0.011076,-0.015056,-367.481689,92.038429,900.271973,-0.017100,0.046190,-0.037667,-413.757416,180.776077,1146.680176,,,,,,
4830,0,-0.015879,-0.780498,-0.004646,-429.597260,103.430809,1799.160522,0.006428,-0.011163,-0.014453,-367.466431,92.040520,900.282532,-0.017322,0.046072,-0.037544,-413.749786,180.766769,1146.677612,,,,,,
4831,0,-0.015744,-0.780313,-0.004689,-429.592255,103.431984,1799.167236,0.006491,-0.011240,-0.014461,-367.445496,92.038635,900.279114,-0.017246,0.046063,-0.037548,-413.742859,180.759888,1146.686279,,,,,,
4832,0,-0.016136,-0.780518,-0.003597,-429.539673,103.203308,1799.149902,0.006579,-0.010928,-0.014968,-367.491577,92.050606,900.274170,-0.017438,0.046037,-0.037430,-413.744965,180.752792,1146.677124,,,,,,
4833,0,-0.016328,-0.780813,-0.003467,-429.528839,103.206406,1799.158569,0.006586,-0.010682,-0.015182,-367.499115,92.046143,900.282104,-0.017324,0.046042,-0.037418,-413.766388,180.749695,1146.673950,,,,,,
4834,0,-0.016073,-0.780341,-0.004404,-429.596344,103.440056,1799.156250,0.006359,-0.010988,-0.014803,-367.488983,92.023911,900.283569,-0.017452,0.046011,-0.037641,-413.766296,180.774429,1146.676636,,,,,,
4835,0,-0.016066,-0.780871,-0.003363,-429.550812,103.204781,1799.161743,0.006471,-0.011267,-0.014757,-367.467468,92.026772,900.280212,-0.017502,0.045956,-0.037304,-413.757019,180.747772,1146.672241,,,,,,
4836,0,-0.016349,-0.780919,-0.003361,-429.542725,103.208923,1799.163574,0.006470,-0.010609,-0.014865,-367.510162,92.020935,900.269958,-0.017360,0.046053,-0.037578,-413.751221,180.748260,1146.674072,,,,,,
4837,0,-0.015590,-0.780147,-0.004621,-429.589539,103.429420,1799.164795,0.006548,-0.011088,-0.014566,-367.482391,92.016853,900.278931,-0.017480,0.045991,-0.037369,-413.764008,180.741455,1146.678467,,,,,,
4838,0,-0.015981,-0.780668,-0.003599,-429.540527,103.213356,1799.165527,0.006357,-0.011053,-0.014612,-367.473175,91.995644,900.278564,-0.017222,0.046216,-0.037411,-413.756317,180.727341,1146.686890,,,,,,
4839,0,-0.015563,-0.780462,-0.004697,-429.602570,103.429466,1799.171387,0.006534,-0.011275,-0.014707,-367.470032,92.005486,900.271729,-0.017510,0.046097,-0.037429,-413.756897,180.730515,1146.674438,,,,,,
4840,0,-0.016097,-0.780935,-0.003453,-429.544617,103.209801,1799.161255,0.006258,-0.011020,-0.014262,-367.472015,91.983299,900.281006,-0.017554,0.046087,-0.037268,-413.765533,180.728607,1146.676880,,,,,,
4841,0,-0.015601,-0.780154,-0.004864,-429.588837,103.434700,1799.159668,0.006403,-0.011016,-0.014156,-367.452087,91.989792,900.279663,-0.017408,0.045996,-0.037134,-413.775208,180.709961,1146.671997,,,,,,
4842,0,-0.016056,-0.780660,-0.003809,-429.532288,103.209427,1799.159180,0.006822,-0.011173,-0.014455,-367.471893,92.000443,900.268127,-0.017411,0.046161,-0.037276,-413.752869,180.709213,1146.671143,,,,,,
4843,0,-0.015609,-0.780156,-0.004581,-429.593842,103.435753,1799.170532,0.006624,-0.010836,-0.014424,-367.489563,91.996208,900.267029,-0.017487,0.045944,-0.037179,-413.771301,180.712463,1146.678833,,,,,,
4844,0,-0.016415,-0.781036,-0.003494,-429.538116,103.212364,1799.151611,0.006266,-0.011076,-0.014352,-367.456512,91.959679,900.287170,-0.017550,0.046161,-0.037196,-413.771851,180.711304,1146.679688,,,,,,
4845,0,-0.016302,-0.780703,-0.003767,-429.534119,103.212029,1799.155151,0.006262,-0.010910,-0.014092,-367.467224,91.972832,900.286804,-0.017527,0.046058,-0.037090,-413.773071,180.698074,1146.676514,,,,,,
4846,0,-0.015797,-0.780222,-0.004929,-429.578369,103.435959,1799.171387,0.006218,-0.011432,-0.013924,-367.432648,91.956070,900.289429,-0.017437,0.046207,-0.037084,-413.777618,180.698273,1146.681519,,,,,,
4847,0,-0.016287,-0.780613,-0.003634,-429.534271,103.207024,1799.160156,0.006254,-0.010932,-0.014099,-367.448242,91.969292,900.292786,-0.017489,0.046099,-0.037030,-413.777588,180.688522,1146.677734,,,,,,
4848,0,-0.016298,-0.780898,-0.003611,-429.536804,103.207390,1799.159546,0.006515,-0.010750,-0.014499,-367.480621,91.967422,900.287781,-0.017293,0.046184,-0.037059,-413.772797,180.686615,1146.692017,,,,,,
4849,0,-0.016191,-0.780489,-0.003492,-429.536591,103.206963,1799.160400,0.006402,-0.010918,-0.014592,-367.474365,91.955345,900.280334,-0.017376,0.046265,-0.037047,-413.768890,180.681625,1146.690308,,,,,,
4850,0,-0.015934,-0.780775,-0.003755,-429.540131,103.206116,1799.158203,0.006295,-0.010925,-0.013831,-367.436096,91.941589,900.286621,-0.017329,0.046106,-0.036864,-413.774353,180.668701,1146.686035,,,,,,
4851,0,-0.016167,-0.780747,-0.003520,-429.529114,103.206024,1799.160034,0.006275,-0.010999,-0.014499,-367.466736,91.939949,900.283691,-0.017298,0.046030,-0.036934,-413.776794,180.677338,1146.675537,,,,,,
4852,0,-0.016133,-0.780580,-0.003450,-429.535339,103.205902,1799.164673,0.006487,-0.011210,-0.013628,-367.420990,91.937820,900.277954,-0.017387,0.045950,-0.036748,-413.792419,180.659943,1146.674438,,,,,,
4853,0,-0.015654,-0.780394,-0.004897,-429.589294,103.430435,1799.165771,0.006428,-0.011641,-0.013821,-367.421692,91.933754,900.286255,-0.017469,0.045971,-0.036953,-413.793243,180.663101,1146.663330,,,,,,
4854,0,-0.016193,-0.780713,-0.003450,-429.528625,103.205521,1799.161499,0.006268,-0.010913,-0.014117,-367.457336,91.913589,900.277344,-0.017546,0.046004,-0.036698,-413.785370,180.651291,1146.677368,,,,,,
4855,0,-0.015706,-0.780198,-0.004415,-429.586884,103.435944,1799.171021,0.007779,-0.007688,-0.017389,-367.796326,92.037621,900.209412,-0.017438,0.046228,-0.036773,-413.786407,180.646332,1146.685547,,,,,,
4856,0,-0.016264,-0.781031,-0.003447,-429.531738,103.206284,1799.155762,0.006255,-0.011039,-0.014059,-367.436157,91.915359,900.294861,-0.017524,0.045980,-0.036771,-413.793488,180.647888,1146.668457,,,,,,
4857,0,-0.015692,-0.780434,-0.004759,-429.587189,103.434586,1799.163452,0.006139,-0.011172,-0.013741,-367.429779,91.901245,900.286865,-0.017470,0.046192,-0.036746,-413.793610,180.641556,1146.682495,,,,,,
4858,0,-0.016327,-0.780597,-0.003564,-429.534119,103.208542,1799.152710,0.005946,-0.011032,-0.013364,-367.407898,91.881966,900.297974,-0.017590,0.045941,-0.036502,-413.797424,180.630051,1146.673096,,,,,,
4859,0,-0.016457,-0.780713,-0.003891,-429.532745,103.200531,1799.155884,0.007808,-0.008191,-0.016887,-367.741516,92.003807,900.208008,-0.017434,0.046037,-0.036805,-413.793121,180.637726,1146.666992,,,,,,
4860,0,-0.016134,-0.780725,-0.003554,-429.537201,103.212082,1799.158203,0.007785,-0.007134,-0.017165,-367.796539,92.005791,900.202698,-0.017488,0.046033,-0.036620,-413.791748,180.625122,1146.675537,,,,,,
4861,0,-0.016205,-0.781021,-0.003566,-429.537933,103.202042,1799.160034,0.007636,-0.007745,-0.016837,-367.765778,92.001236,900.218445,-0.017375,0.046161,-0.036993,-413.790100,180.642136,1146.676758,,,,,,
4862,0,-0.016029,-0.780705,-0.003505,-429.538757,103.199638,1799.163818,0.007448,-0.007709,-0.017011,-367.755066,91.987869,900.229980,-0.017627,0.046083,-0.036582,-413.796295,180.623703,1146.678711,,,,,,
4863,0,-0.016294,-0.780860,-0.003416,-429.541718,103.199120,1799.155273,0.006263,-0.011414,-0.013976,-367.423218,91.867882,900.280212,-0.017741,0.045962,-0.036433,-413.811035,180.607208,1146.663452,,,,,,
4864,0,-0.016236,-0.780733,-0.003566,-429.543060,103.210014,1799.156250,0.006192,-0.011093,-0.013494,-367.421692,91.872696,900.288147,-0.017522,0.046043,-0.036597,-413.792816,180.605377,1146.670044,,,,,,
4865,0,-0.016158,-0.780718,-0.003561,-429.536072,103.207794,1799.157349,0.006047,-0.011278,-0.013436,-367.411835,91.849785,900.296204,-0.017674,0.046062,-0.036412,-413.807434,180.602036,1146.673340,,,,,,
4866,0,-0.016039,-0.780727,-0.003789,-429.543427,103.199799,1799.161255,0.006173,-0.010902,-0.013823,-367.442657,91.842033,900.283386,-0.017379,0.046133,-0.036617,-413.802338,180.593903,1146.677124,,,,,,
4867,0,-0.015781,-0.780430,-0.004397,-429.591766,103.429108,1799.161377,0.007418,-0.007719,-0.017021,-367.764923,91.964714,900.224548,-0.017505,0.046010,-0.036572,-413.811249,180.594193,1146.671265,,,,,,
4868,0,-0.016099,-0.780606,-0.003418,-429.531677,103.195480,1799.166504,0.006069,-0.010953,-0.013839,-367.437592,91.837296,900.287842,-0.017449,0.046023,-0.036502,-413.789154,180.573593,1146.674072,,,,,,
4869,0,-0.016046,-0.780797,-0.003505,-429.546448,103.209412,1799.164429,0.007318,-0.007673,-0.016956,-367.773132,91.939163,900.212769,-0.017700,0.046178,-0.036702,-413.795258,180.586227,1146.670044,,,,,,
4870,0,-0.016131,-0.780927,-0.003046,-429.558014,103.204536,1799.155762,0.007600,-0.007318,-0.016891,-367.782867,91.948730,900.211670,-0.017394,0.046103,-0.036393,-413.802765,180.566635,1146.682129,,,,,,
4871,0,-0.016159,-0.780851,-0.003564,-429.538757,103.203705,1799.154785,0.007616,-0.007814,-0.017008,-367.757141,91.951286,900.210632,-0.017505,0.045874,-0.036431,-413.791718,180.561646,1146.666748,,,,,,
4872,0,-0.016126,-0.780803,-0.003701,-429.529541,103.204300,1799.155396,0.007347,-0.007711,-0.016914,-367.750885,91.946465,900.230835,-0.017570,0.045990,-0.036534,-413.801239,180.571228,1146.668945,,,,,,
4873,0,-0.015601,-0.780365,-0.004535,-429.598969,103.429886,1799.164917,0.005973,-0.010933,-0.013320,-367.409241,91.808792,900.294556,-0.017625,0.046104,-0.036463,-413.806946,180.559708,1146.671997,,,,,,
4874,0,-0.016175,-0.780733,-0.003533,-429.537018,103.206505,1799.161133,0.007529,-0.007623,-0.017315,-367.780579,91.911789,900.208313,-0.017769,0.045966,-0.036251,-413.795410,180.551743,1146.668945,,,,,,
4875,0,-0.016366,-0.780772,-0.003406,-429.538696,103.201378,1799.156250,0.007264,-0.007947,-0.016553,-367.737305,91.916008,900.221069,-0.017839,0.046024,-0.036338,-413.800049,180.552109,1146.660889,,,,,,
4876,0,-0.016261,-0.780844,-0.003657,-429.537476,103.202766,1799.158936,0.006135,-0.011213,-0.013678,-367.418152,91.785614,900.286133,-0.017541,0.046111,-0.036555,-413.794312,180.557083,1146.676636,,,,,,
4877,0,-0.016302,-0.780675,-0.003316,-429.547211,103.209290,1799.150391,0.005935,-0.010846,-0.013330,-367.417969,91.788162,900.289612,-0.017715,0.045953,-0.036096,-413.801453,180.535278,1146.670044,,,,,,
4878,0,-0.015821,-0.780433,-0.004508,-429.588867,103.426819,1799.161621,0.007534,-0.008139,-0.016806,-367.730774,91.892723,900.213318,-0.017388,0.045952,-0.036362,-413.796631,180.530975,1146.672363,,,,,,
4879,0,-0.015947,-0.780722,-0.003681,-429.536591,103.198532,1799.154907,0.005928,-0.010910,-0.013577,-367.426544,91.770073,900.301636,-0.017614,0.046049,-0.036545,-413.797241,180.550705,1146.675903,,,,,,
4880,0,-0.015632,-0.780357,-0.004406,-429.596161,103.432281,1799.164307,0.007348,-0.007539,-0.016568,-367.755371,91.874184,900.218140,-0.017446,0.045789,-0.036331,-413.790649,180.527008,1146.664429,,,,,,
4881,0,-0.016115,-0.780820,-0.003544,-429.543182,103.200638,1799.168213,0.007436,-0.007935,-0.016916,-367.734833,91.870262,900.224182,-0.017777,0.046034,-0.036242,-413.784760,180.523651,1146.666382,,,,,,
4882,0,-0.016044,-0.780656,-0.003967,-429.534424,103.204643,1799.161011,0.005976,-0.010915,-0.013183,-367.405212,91.762947,900.298889,-0.017577,0.045870,-0.036212,-413.796539,180.512985,1146.674194,,,,,,
4883,0,-0.016292,-0.780520,-0.003580,-429.531982,103.201843,1799.152100,0.007041,-0.007654,-0.016677,-367.745087,91.863777,900.243469,-0.017755,0.045893,-0.036337,-413.797607,180.523010,1146.665039,,,,,,
4884,0,-0.016118,-0.780677,-0.003386,-429.539001,103.208748,1799.161621,0.007541,-0.007788,-0.016993,-367.748108,91.861992,900.214783,-0.017804,0.045907,-0.036333,-413.779785,180.513351,1146.657715,,,,,,
4885,0,-0.016191,-0.780850,-0.003645,-429.538086,103.206757,1799.160522,0.007136,-0.007637,-0.016961,-367.744934,91.834000,900.232727,-0.017779,0.045763,-0.036084,-413.807404,180.508377,1146.658813,,,,,,
4886,0,-0.016249,-0.780720,-0.003309,-429.557861,103.205368,1799.156494,0.007368,-0.007506,-0.016626,-367.735779,91.843765,900.223083,-0.017732,0.045937,-0.036346,-413.785400,180.514404,1146.663330,,,,,,
4887,0,-0.016102,-0.780875,-0.003142,-429.552917,103.215370,1799.163452,0.007328,-0.007839,-0.016799,-367.713898,91.836449,900.218994,-0.017638,0.045913,-0.036325,-413.782745,180.502319,1146.664673,,,,,,
4888,0,-0.016309,-0.780835,-0.003428,-429.539490,103.205643,1799.154785,0.007531,-0.007764,-0.016710,-367.738495,91.833389,900.217102,-0.017731,0.045942,-0.036444,-413.790955,180.509384,1146.665771,,,,,,
4889,0,-0.016317,-0.780614,-0.003528,-429.541077,103.200356,1799.165894,0.005769,-0.010961,-0.013191,-367.405121,91.706871,900.291016,-0.017837,0.046048,-0.036296,-413.791656,180.490601,1146.665161,,,,,,
4890,0,-0.016251,-0.780747,-0.003353,-429.552338,103.203079,1799.159180,0.007370,-0.008100,-0.016841,-367.716003,91.818077,900.221619,-0.017793,0.046129,-0.036429,-413.778839,180.500153,1146.673218,,,,,,
4891,0,-0.016151,-0.780651,-0.003605,-429.533997,103.197906,1799.157837,0.007229,-0.007941,-0.016634,-367.720856,91.802216,900.226562,-0.017920,0.045891,-0.036292,-413.787384,180.497543,1146.661377,,,,,,
4892,0,-0.016249,-0.780465,-0.003553,-429.538910,103.202919,1799.158203,0.007235,-0.007419,-0.016742,-367.750214,91.802788,900.220825,-0.017861,0.045866,-0.036266,-413.776184,180.479050,1146.660400,,,,,,
4893,0,-0.016403,-0.780477,-0.003541,-429.531281,103.206429,1799.164429,0.006996,-0.007584,-0.016537,-367.715576,91.787109,900.234924,-0.017802,0.045775,-0.036232,-413.789520,180.482468,1146.660645,,,,,,
4894,0,-0.016253,-0.780785,-0.003573,-429.543091,103.209518,1799.156250,0.006989,-0.007764,-0.016769,-367.729279,91.779907,900.241821,-0.017891,0.045832,-0.036312,-413.778564,180.489365,1146.655640,,,,,,
4895,0,-0.016329,-0.780836,-0.003759,-429.522217,103.196449,1799.163330,0.007134,-0.007632,-0.016563,-367.716034,91.783653,900.228271,-0.017940,0.045952,-0.036440,-413.769653,180.479202,1146.660400,,,,,,
4896,0,-0.015829,-0.780129,-0.004399,-429.588776,103.421928,1799.162231,0.007110,-0.007589,-0.016700,-367.725494,91.763107,900.225159,-0.017728,0.045904,-0.036320,-413.774139,180.468033,1146.657349,,,,,,
4897,0,-0.015692,-0.780352,-0.004372,-429.592377,103.437141,1799.165527,0.007246,-0.007589,-0.016592,-367.717865,91.765617,900.225464,-0.017683,0.046025,-0.036281,-413.758148,180.464096,1146.672241,,,,,,
4898,0,-0.015787,-0.780373,-0.004174,-429.607086,103.433044,1799.157959,0.007164,-0.007557,-0.016856,-367.707642,91.770218,900.234070,-0.017991,0.045868,-0.036429,-413.771027,180.468689,1146.650146,,,,,,
4899,0,-0.016125,-0.780649,-0.004027,-429.533081,103.210342,1799.167236,0.007139,-0.007884,-0.016836,-367.699707,91.756638,900.238770,-0.017938,0.045887,-0.036253,-413.763580,180.462372,1146.653442,,,,,,
4900,0,-0.016271,-0.780849,-0.003586,-429.534058,103.197891,1799.161499,0.007162,-0.007639,-0.016720,-367.711334,91.748634,900.226379,-0.017936,0.045800,-0.036406,-413.768280,180.475037,1146.650024,,,,,,
4901,0,-0.016290,-0.780946,-0.003323,-429.549316,103.205994,1799.149780,0.007165,-0.007862,-0.016653,-367.693268,91.746536,900.238708,-0.017929,0.046065,-0.036347,-413.759644,180.455765,1146.660522,,,,,,
4902,0,-0.015936,-0.780755,-0.003728,-429.540833,103.208900,1799.163452,0.006926,-0.007495,-0.016519,-367.710114,91.737793,900.236938,-0.017847,0.045921,-0.036321,-413.759827,180.454239,1146.661499,,,,,,
4903,0,-0.015717,-0.780396,-0.004431,-429.596252,103.436157,1799.166260,0.007105,-0.007653,-0.016405,-367.696014,91.733467,900.224304,-0.017889,0.045891,-0.036378,-413.764465,180.453568,1146.654663,,,,,,
4904,0,-0.016246,-0.780751,-0.003495,-429.538757,103.210175,1799.153931,0.007018,-0.007507,-0.016690,-367.710754,91.719742,900.230835,-0.017996,0.046102,-0.036472,-413.751221,180.457626,1146.664917,,,,,,
4905,0,-0.016139,-0.780572,-0.003457,-429.538971,103.206207,1799.151123,0.006002,-0.011143,-0.013388,-367.363373,91.620926,900.295837,-0.017998,0.045841,-0.036206,-413.757202,180.443756,1146.658813,,,,,,
4906,0,-0.016152,-0.780634,-0.003633,-429.537903,103.207718,1799.154663,0.006933,-0.007470,-0.016706,-367.704132,91.717018,900.239441,-0.017870,0.045924,-0.036464,-413.755432,180.448776,1146.661743,,,,,,
4907,0,-0.016179,-0.780904,-0.003713,-429.533264,103.204254,1799.164307,0.007053,-0.007263,-0.016722,-367.715607,91.710892,900.231323,-0.017937,0.045841,-0.036461,-413.756104,180.447845,1146.660400,,,,,,
4908,0,-0.016349,-0.780959,-0.003295,-429.545654,103.213379,1799.153564,0.007150,-0.007797,-0.016764,-367.690369,91.717369,900.233093,-0.017882,0.045741,-0.036245,-413.762329,180.439682,1146.647827,,,,,,
4909,0,-0.016157,-0.780717,-0.003501,-429.537415,103.200470,1799.156372,0.005659,-0.010966,-0.013454,-367.363007,91.578346,900.295959,-0.018037,0.045975,-0.036422,-413.743317,180.439041,1146.664185,,,,,,
4910,0,-0.016319,-0.780508,-0.003609,-429.529266,103.208321,1799.158813,0.007219,-0.007916,-0.016793,-367.691101,91.707932,900.227539,-0.018033,0.045796,-0.036495,-413.753387,180.441742,1146.646851,,,,,,
4911,0,-0.016205,-0.780654,-0.003664,-429.535248,103.205650,1799.158203,0.005617,-0.011241,-0.013287,-367.343109,91.581139,900.305847,-0.018106,0.045984,-0.036451,-413.742310,180.437164,1146.651489,,,,,,
4912,0,-0.016278,-0.780953,-0.003267,-429.536133,103.194366,1799.152222,0.007135,-0.008133,-0.016817,-367.676544,91.691849,900.231689,-0.018119,0.045757,-0.036444,-413.746735,180.434052,1146.647949,,,,,,
4913,0,-0.015819,-0.780361,-0.004164,-429.586334,103.425484,1799.159912,0.005920,-0.010606,-0.013724,-367.383087,91.572647,900.281006,-0.018012,0.045790,-0.036559,-413.749054,180.441666,1146.653931,,,,,,
4914,0,-0.016185,-0.780807,-0.003422,-429.540131,103.201775,1799.156250,0.006633,-0.007479,-0.016753,-367.685791,91.665276,900.258301,-0.017849,0.045827,-0.036543,-413.736542,180.420868,1146.648682,,,,,,
4915,0,-0.016123,-0.780651,-0.003475,-429.535339,103.203590,1799.158569,0.007030,-0.007989,-0.016656,-367.660278,91.667557,900.243469,-0.017944,0.045757,-0.036510,-413.741302,180.429672,1146.652832,,,,,,
4916,0,-0.015648,-0.780320,-0.004472,-429.591980,103.439629,1799.176025,0.006881,-0.007729,-0.016440,-367.675201,91.658211,900.235107,-0.017939,0.045876,-0.036538,-413.743134,180.427460,1146.648193,,,,,,
4917,0,-0.016323,-0.780656,-0.003471,-429.541687,103.209618,1799.154785,0.006941,-0.007888,-0.016681,-367.652557,91.667747,900.244629,-0.018151,0.046019,-0.036627,-413.727783,180.434601,1146.658325,,,,,,
4918,0,-0.016330,-0.780792,-0.003394,-429.550690,103.208549,1799.160522,0.006982,-0.007902,-0.016804,-367.665619,91.662498,900.239990,-0.018044,0.045813,-0.036637,-413.727417,180.428131,1146.650269,,,,,,
4919,0,-0.016115,-0.780659,-0.003828,-429.531433,103.202385,1799.164307,0.006869,-0.007718,-0.016839,-367.680695,91.654587,900.250610,-0.018045,0.045832,-0.036573,-413.723907,180.417175,1146.656128,,,,,,
4920,0,-0.016316,-0.780734,-0.003273,-429.549896,103.204971,1799.153564,0.006869,-0.008093,-0.016410,-367.640625,91.645935,900.247986,-0.018046,0.045880,-0.036386,-413.727142,180.404739,1146.654541,,,,,,
4921,0,-0.016141,-0.780654,-0.003649,-429.523682,103.198837,1799.158081,0.005908,-0.010805,-0.013624,-367.356201,91.564743,900.301270,-0.017999,0.045741,-0.036651,-413.720062,180.415527,1146.648315,,,,,,
4922,0,-0.016042,-0.780537,-0.003357,-429.545837,103.208099,1799.159546,0.005585,-0.010858,-0.013705,-367.338013,91.535316,900.298584,-0.018070,0.045744,-0.036632,-413.719818,180.419006,1146.648193,,,,,,
4923,0,-0.016153,-0.780852,-0.003599,-429.538269,103.213730,1799.155762,0.006845,-0.007856,-0.016457,-367.647095,91.638390,900.236450,-0.018441,0.045707,-0.036383,-413.712311,180.412643,1146.639282,,,,,,
4924,0,-0.015995,-0.780788,-0.003687,-429.531128,103.206314,1799.161133,0.006854,-0.007905,-0.016571,-367.650604,91.633743,900.224243,-0.018290,0.045682,-0.036593,-413.723785,180.417999,1146.639160,,,,,,
4925,0,-0.016242,-0.780656,-0.003506,-429.536133,103.204933,1799.161377,0.006795,-0.008324,-0.016680,-367.635712,91.630424,900.239624,-0.018033,0.045822,-0.036610,-413.713348,180.407898,1146.651367,,,,,,
4926,0,-0.016138,-0.781066,-0.003527,-429.531250,103.201851,1799.163574,0.006818,-0.007844,-0.016852,-367.645355,91.629669,900.245422,-0.018072,0.045897,-0.036585,-413.692902,180.395752,1146.648438,,,,,,
4927,0,-0.015557,-0.779979,-0.004774,-429.588226,103.430305,1799.168335,0.006937,-0.007776,-0.016865,-367.659271,91.623993,900.231750,-0.018207,0.045744,-0.036699,-413.698578,180.405624,1146.643677,,,,,,
4928,0,-0.016233,-0.780827,-0.003458,-429.548309,103.214363,1799.158447,0.006840,-0.007802,-0.016540,-367.622803,91.628799,900.242981,-0.018119,0.045934,-0.036772,-413.686646,180.410767,1146.651611,,,,,,
4929,0,-0.016011,-0.780838,-0.003833,-429.541260,103.209900,1799.164795,0.007089,-0.007991,-0.017070,-367.651855,91.629807,900.234924,-0.018038,0.045755,-0.036766,-413.699463,180.407227,1146.638916,,,,,,
4930,0,-0.015761,-0.780387,-0.004373,-429.598602,103.443375,1799.167114,0.005684,-0.010745,-0.013876,-367.342651,91.510956,900.307373,-0.018201,0.045758,-0.036759,-413.691681,180.403717,1146.650757,,,,,,
4931,0,-0.016285,-0.780812,-0.003637,-429.545074,103.198967,1799.160156,0.007046,-0.007927,-0.017274,-367.663879,91.630798,900.235352,-0.018130,0.045787,-0.036826,-413.679138,180.403397,1146.648926,,,,,,
4932,0,-0.016091,-0.780667,-0.003628,-429.538879,103.208473,1799.157104,0.006974,-0.007898,-0.016731,-367.637695,91.620033,900.239380,-0.018234,0.045747,-0.036764,-413.689362,180.404343,1146.632935,,,,,,
4933,0,-0.016355,-0.780551,-0.003537,-429.542419,103.205742,1799.155762,0.005679,-0.010610,-0.014108,-367.354828,91.507591,900.308411,-0.017965,0.045850,-0.036884,-413.681671,180.392197,1146.650391,,,,,,
4934,0,-0.016193,-0.780836,-0.003463,-429.536255,103.207504,1799.155640,0.005460,-0.011113,-0.013845,-367.314087,91.500618,900.320007,-0.017913,0.045869,-0.036643,-413.672943,180.381195,1146.653564,,,,,,
4935,0,-0.016344,-0.780633,-0.003564,-429.539856,103.207375,1799.160767,0.006955,-0.008004,-0.016886,-367.644684,91.611443,900.242065,-0.018166,0.045605,-0.036911,-413.685547,180.400391,1146.635010,,,,,,
4936,0,-0.016169,-0.780616,-0.003494,-429.546326,103.212021,1799.159302,0.006883,-0.008047,-0.017240,-367.636292,91.605263,900.237244,-0.018468,0.045714,-0.036912,-413.677002,180.404099,1146.640625,,,,,,
4937,0,-0.016283,-0.780828,-0.003433,-429.544525,103.203125,1799.148438,0.005812,-0.010915,-0.014358,-367.352509,91.506294,900.288696,-0.018188,0.045848,-0.036819,-413.663849,180.394760,1146.651733,,,,,,
4938,0,-0.016175,-0.780507,-0.003568,-429.542908,103.206017,1799.151733,0.007061,-0.007777,-0.017397,-367.653992,91.608330,900.236145,-0.018057,0.045980,-0.036878,-413.664490,180.400604,1146.659302,,,,,,
4939,0,-0.016121,-0.780675,-0.003716,-429.542725,103.205910,1799.164307,0.005783,-0.010945,-0.014396,-367.330994,91.492798,900.310059,-0.018219,0.045808,-0.037099,-413.657715,180.397949,1146.648193,,,,,,
